#segment,parent,loopcount,isgroup,islandmark,field,desc,min,max,align,status
E2EDT38,,1,no,no,docnum,IDOC Number,16,16,-,O
E2EDT38,,1,no,no,segnum,Segment Number,6,6,-,O
E2EDT38,,1,no,no,psgnum,Number of Superior parent segments,6,6,-,O
E2EDT38,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-,O
E2EDT38,,1,no,no,VEGR1_BEZ,Description of shipping unit 1,20,20,-,O
E2EDT38,,1,no,no,VEGR2_BEZ,Description of shipping unit 2,20,20,-,O
E2EDT38,,1,no,no,VEGR3_BEZ,Description of shipping unit 3,20,20,-,O
E2EDT38,,1,no,no,VEGR4_BEZ,Description of shipping unit 4,20,20,-,O
E2EDT38,,1,no,no,VEGR5_BEZ,Description of shipping unit 5,20,20,-,O
E2EDT38,,1,no,no,VHART_BEZ,Description of shipping material type,20,20,-,O
E2EDT38,,1,no,no,MAGRV_BEZ,Description of material grouping shipping material,20,20,-,O
E2EDT38,,1,no,no,VEBEZ,Description of Packaging Material,40,40,-,O
E2EDT43,,1,no,yes,landmark,landmark,7,7,-,O
E2EDT43,,1,no,no,segnam,Segment,23,23,-,O
E2EDT43,,1,no,no,mandt,Client,3,3,-,O
E2EDT43,,1,no,no,docnum,IDOC Number,16,16,-,O
E2EDT43,,1,no,no,segnum,Segment Number,6,6,-,O
E2EDT43,,1,no,no,psgnum,Number of Superior parent segments,6,6,-,O
E2EDT43,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-,O
E2EDT43,,1,no,no,VELIN,Type of Handling-unit Item Content,1,1,-,O
E2EDT43,,1,no,no,VBELN,Sales and Distribution Document Number,10,10,-,O
E2EDT43,,1,no,no,POSNR,Item number of the SD document,6,6,-,O
E2EDT43,,1,no,no,EXIDV,External Handling Unit Identification,20,20,-,O
E2EDT43,,1,no,no,VEMNG,Base Quantity Packed in the Handling Unit Item,17,17,-,O
E2EDT43,,1,no,no,VEMEH,Base Unit of Measure of the Quantity to be Packed (VEMNG),3,3,-,O
E2EDT43,,1,no,no,MATNR,Material Number,18,18,-,O
E2EDT43,,1,no,no,KDMAT,Material belonging to the customer,35,35,-,O
E2EDT43,,1,no,no,CHARG,Batch Number,10,10,-,O
E2EDT43,,1,no,no,WERKS,Plant,4,4,-,O
E2EDT43,,1,no,no,LGORT,Storage Location,4,4,-,O
E2EDT43,,1,no,no,CUOBJ,Configuration (internal object number),18,18,-,O
E2EDT43,,1,no,no,BESTQ,Stock Category in the Warehouse Management System,1,1,-,O
E2EDT43,,1,no,no,SOBKZ,Special Stock Indicator,1,1,-,O
E2EDT43,,1,no,no,SONUM,Special Stock Number,16,16,-,O
E2EDT43,,1,no,no,ANZSN,Number of serial numbers,11,11,-,O
E2EDT43,,1,no,no,WDATU,Date of Goods Receipt,8,8,-,O
E2EDT43,,1,no,no,PARID,External partner number,35,35,-,O
E2EDT43,,1,no,no,MATNR_EXTERNAL,Material Number,40,40,-,O
E2EDT43,,1,no,no,MATNR_VERSION,Version Number for MATNR Field,10,10,-,O
E2EDT43,,1,no,no,MATNR_GUID,External GUID for MATNR Field,32,32,-,O
E2EDT43,,1,no,no,KDMAT_EXTERNAL,Customer Material,40,40,-,O
E2EDT43,,1,no,no,KDMAT_VERSION,Customer Material,10,10,-,O
E2EDT43,,1,no,no,KDMAT_GUID,Customer Material,32,32,-,O
E2EDK33,,1,no,yes,landmark,landmark,7,7,-,O
E2EDK33,,1,no,no,segnam,Segment,23,23,-,O
E2EDK33,,1,no,no,mandt,Client,3,3,-,O
E2EDK33,,1,no,no,docnum,IDOC Number,16,16,-,O
E2EDK33,,1,no,no,segnum,Segment Number,6,6,-,O
E2EDK33,,1,no,no,psgnum,Number of Superior parent segments,6,6,-,O
E2EDK33,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-,O
E2EDK33,,1,no,no,TSNUM,Stage of transport number,4,4,-,O
E2EDK33,,1,no,no,TSRFO,Stage of transport sequence,4,4,-,O
E2EDK33,,1,no,no,TSTYP,Stage category,1,1,-,O
E2EDK33,,1,no,no,VSART,Shipping type for shipment stage,2,2,-,O
E2EDK33,,1,no,no,INCO1,Incoterms for printout,3,3,-,O
E2EDK33,,1,no,no,LAUFK,Leg indicator for shipment stage,1,1,-,O
E2EDK33,,1,no,no,DISTZ,Distance,15,15,-,O
E2EDK33,,1,no,no,MEDST,Unit of measure for distance,3,3,-,O
E2EDK33,,1,no,no,FAHZT,Travelling time only between two locations,7,7,-,O
E2EDK33,,1,no,no,GESZT,Total travelling time between two locations incl. breaks,7,7,-,O
E2EDK33,,1,no,no,MEIZT,Unit of measure for travelling times,3,3,-,O
E2EDK33,,1,no,no,GESZTD,Planned total time at stage level (in days),12,12,-,O
E2EDK33,,1,no,no,FAHZTD,Plan: Actual duration at stage level (in hours:minutes),12,12,-,O
E2EDK33,,1,no,no,GESZTDA,Actual total time at stage of shipment (in days),12,12,-,O
E2EDK33,,1,no,no,FAHZTDA,Actual duration of shipment stage (in hours:minutes),12,12,-,O
E2EDK33,,1,no,no,SDABW,Special processing indicator,4,4,-,O
E2EDK33,,1,no,no,FRKRL,Shipment costs relevance,1,1,-,O
E2EDK33,,1,no,no,SKALSM,Pricing procedure in stage of shipment,6,6,-,O
E2EDK33,,1,no,no,FBSTA,Status of shipment costs calculation,1,1,-,O
E2EDK33,,1,no,no,ARSTA,Status of shipment costs settlement,1,1,-,O
E2EDK33,,1,no,no,WARZTD,Planned waiting time in shipment stage (in hrs:min),12,12,-,O
E2EDK33,,1,no,no,WARZTDA,Current waiting time in shipment stage (in hrs:min),12,12,-,O
E2EDK33,,1,no,no,CONT_DG,Indicator: Section contains dangerous goods,1,1,-,O
E2EDT50,,1,no,yes,landmark,landmark,7,7,-,O
E2EDT50,,1,no,no,segnam,Segment,23,23,-,O
E2EDT50,,1,no,no,mandt,Client,3,3,-,O
E2EDT50,,1,no,no,docnum,IDOC Number,16,16,-,O
E2EDT50,,1,no,no,segnum,Segment Number,6,6,-,O
E2EDT50,,1,no,no,psgnum,Number of Superior parent segments,6,6,-,O
E2EDT50,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-,O
E2EDT50,,1,no,no,TSTYP_BEZ,Description,20,20,-,O
E2EDT50,,1,no,no,VSART_BEZ,Description of the Shipping Type,20,20,-,O
E2EDT50,,1,no,no,INCO1_BEZ,Description,30,30,-,O
E2EDT50,,1,no,no,LAUFK_BEZ,Description,20,20,-,O
E2EDT50,,1,no,no,FBSTA_BEZ,Description of status for calculation of shipment costs,25,25,-,O
E2EDT50,,1,no,no,ARSTA_BEZ,Description for status of shipment costs settlement,25,25,-,O
E2EDT44,,1,no,yes,landmark,landmark,7,7,-,O
E2EDT44,,1,no,no,segnam,Segment,23,23,-,O
E2EDT44,,1,no,no,mandt,Client,3,3,-,O
E2EDT44,,1,no,no,docnum,IDOC Number,16,16,-,O
E2EDT44,,1,no,no,segnum,Segment Number,6,6,-,O
E2EDT44,,1,no,no,psgnum,Number of Superior parent segments,6,6,-,O
E2EDT44,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-,O
E2EDT44,,1,no,no,QUALI,Qualifier for stage point,3,3,-,O
E2EDT44,,1,no,no,KNOTE,Transportation Connection Points,10,10,-,O
E2EDT44,,1,no,no,ADRNR,Address,10,10,-,O
E2EDT44,,1,no,no,VSTEL,Shipping Point/Receiving Point,4,4,-,O
E2EDT44,,1,no,no,LSTEL,Loading Point,2,2,-,O
E2EDT44,,1,no,no,WERKS,EDI plant number for shipping unit,4,4,-,O
E2EDT44,,1,no,no,LGORT,Storage Location,4,4,-,O
E2EDT44,,1,no,no,KUNNR,Customer Number,10,10,-,O
E2EDT44,,1,no,no,LIFNR,Vendor number of destination point,10,10,-,O
E2EDT44,,1,no,no,ABLAD,Unloading Point,25,25,-,O
E2EDT44,,1,no,no,LGNUM,Warehouse Number / Warehouse Complex,3,3,-,O
E2EDT44,,1,no,no,LGTOR,Door for Warehouse Number,3,3,-,O
E2EDT44,,1,no,no,BAHNRA,TrainStnNumber,10,10,-,O
E2EDT49,,1,no,yes,landmark,landmark,7,7,-,O
E2EDT49,,1,no,no,segnam,Segment,23,23,-,O
E2EDT49,,1,no,no,mandt,Client,3,3,-,O
E2EDT49,,1,no,no,docnum,IDOC Number,16,16,-,O
E2EDT49,,1,no,no,segnum,Segment Number,6,6,-,O
E2EDT49,,1,no,no,psgnum,Number of Superior parent segments,6,6,-,O
E2EDT49,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-,O
E2EDT49,,1,no,no,Node,Node name,30,30,-,O
E2EDT49,,1,no,no,VSTEL_BEZ,Description of shipping point,30,30,-,O
E2EDT49,,1,no,no,LSTEL_BEZ,Loading point description,20,20,-,O
E2EDT49,,1,no,no,WERKS_BEZ,Plant Descript.,30,30,-,O
E2EDT49,,1,no,no,LGORT_BEZ,Description of storage location,16,16,-,O
E2EDT49,,1,no,no,LGNUM_BEZ,Warehouse number description,25,25,-,O
E2EDT49,,1,no,no,LGTOR_BEZ,Door description,25,25,-,O
E2ADRM6,,1,no,yes,landmark,landmark,7,7,-,O
E2ADRM6,,1,no,no,segnam,Segment,23,23,-,O
E2ADRM6,,1,no,no,mandt,Client,3,3,-,O
E2ADRM6,,1,no,no,docnum,IDOC Number,16,16,-,O
E2ADRM6,,1,no,no,segnum,Segment Number,6,6,-,O
E2ADRM6,,1,no,no,psgnum,Number of Superior parent segments,6,6,-,O
E2ADRM6,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-,O
E2ADRM6,,1,no,no,PARTNER_Q,Qualifier for partner function,3,3,-,O
E2ADRM6,,1,no,no,ADDRESS_T,Addr. type,1,1,-,O
E2ADRM6,,1,no,no,PARTNER_ID,Partner no. (SAP),17,17,-,O
E2ADRM6,,1,no,no,JURISDIC,Location for tax calculation - Tax Jurisdiction Code,17,17,-,O
E2ADRM6,,1,no,no,LANGUAGE,Language key,2,2,-,O
E2ADRM6,,1,no,no,FORMOFADDR,Form of address,15,15,-,O
E2ADRM6,,1,no,no,Name,Name or address line,40,40,-,O
E2ADRM6,,1,no,no,Name,Name or address line,40,40,-,O
E2ADRM6,,1,no,no,Name,Name or address line,40,40,-,O
E2ADRM6,,1,no,no,Name,Name or address line,40,40,-,O
E2ADRM6,,1,no,no,Name,Name or address line (formatted),50,50,-,O
E2ADRM6,,1,no,no,Subsequent,Subsequent line for name or address (c/o),40,40,-,O
E2ADRM6,,1,no,no,LOCATION,Location description of location,40,40,-,O
E2ADRM6,,1,no,no,BUILDING,Location description: Building,10,10,-,O
E2ADRM6,,1,no,no,FLOOR,Location description: Floor,10,10,-,O
E2ADRM6,,1,no,no,ROOM,Location description: Room,10,10,-,O
E2ADRM6,,1,no,no,STREET1,House number and street,40,40,-,O
E2ADRM6,,1,no,no,STREET2,House number and street,40,40,-,O
E2ADRM6,,1,no,no,STREET3,House number and street,40,40,-,O
E2ADRM6,,1,no,no,HOUSE_SUPL,House number,4,4,-,O
E2ADRM6,,1,no,no,HOUSE_RANG,House no. (interval),10,10,-,O
E2ADRM6,,1,no,no,POSTL_COD1,Postal code,10,10,-,O
E2ADRM6,,1,no,no,POSTL_COD3,Postal code,10,10,-,O
E2ADRM6,,1,no,no,POSTL_AREA,Post delivery district,15,15,-,O
E2ADRM6,,1,no,no,CITY1,Town or city,40,40,-,O
E2ADRM6,,1,no,no,CITY2,Town or city,40,40,-,O
E2ADRM6,,1,no,no,POSTL_PBOX,PO Box,10,10,-,O
E2ADRM6,,1,no,no,POSTL_COD2,Postal code,10,10,-,O
E2ADRM6,,1,no,no,POSTL_CITY,Town or city,40,40,-,O
E2ADRM6,,1,no,no,TELEPHONE1,Telephone number,30,30,-,O
E2ADRM6,,1,no,no,TELEPHONE2,Telephone number,30,30,-,O
E2ADRM6,,1,no,no,TELEFAX,Fax number,30,30,-,O
E2ADRM6,,1,no,no,TELEX,Telex number,30,30,-,O
E2ADRM6,,1,no,no,E_MAIL,E-Mail Address,70,70,-,O
E2ADRM6,,1,no,no,COUNTRY1,Country indicator (ISO alphanumeric),3,3,-,O
E2ADRM6,,1,no,no,COUNTRY2,Country indicator (ISO numeric),3,3,-,O
E2ADRM6,,1,no,no,REGION,Region state,3,3,-,O
E2ADRM6,,1,no,no,COUNTY_COD,County Code (e.g. in USA),3,3,-,O
E2ADRM6,,1,no,no,County,County name (for example in USA),25,25,-,O
E2ADRM6,,1,no,no,TZCODE,Location for time zone (SAP code),6,6,-,O
E2ADRM6,,1,no,no,TZDESC,Location for time zone (external code),35,35,-,O
E2ADRM7,,1,no,yes,landmark,landmark,7,7,-,O
E2ADRM7,,1,no,no,segnam,Segment,23,23,-,O
E2ADRM7,,1,no,no,mandt,Client,3,3,-,O
E2ADRM7,,1,no,no,docnum,IDOC Number,16,16,-,O
E2ADRM7,,1,no,no,segnum,Segment Number,6,6,-,O
E2ADRM7,,1,no,no,psgnum,Number of Superior parent segments,6,6,-,O
E2ADRM7,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-,O
E2ADRM7,,1,no,no,PARTNER_Q,Qualifier for partner function,3,3,-,O
E2ADRM7,,1,no,no,ADDRESS_T,Addr. type,1,1,-,O
E2ADRM7,,1,no,no,PARTNER_ID,Partner no. (SAP),17,17,-,O
E2ADRM7,,1,no,no,JURISDIC,Location for tax calculation - Tax Jurisdiction Code,17,17,-,O
E2ADRM7,,1,no,no,LANGUAGE,Language key,2,2,-,O
E2ADRM7,,1,no,no,FORMOFADDR,Form of address,15,15,-,O
E2ADRM7,,1,no,no,Name,Name or address line,40,40,-,O
E2ADRM7,,1,no,no,Name,Name or address line,40,40,-,O
E2ADRM7,,1,no,no,Name,Name or address line,40,40,-,O
E2ADRM7,,1,no,no,Name,Name or address line,40,40,-,O
E2ADRM7,,1,no,no,Name,Name or address line (formatted),50,50,-,O
E2ADRM7,,1,no,no,Subsequent,Subsequent line for name or address (c/o),40,40,-,O
E2ADRM7,,1,no,no,LOCATION,Location description of location,40,40,-,O
E2ADRM7,,1,no,no,BUILDING,Location description: Building,10,10,-,O
E2ADRM7,,1,no,no,FLOOR,Location description: Floor,10,10,-,O
E2ADRM7,,1,no,no,ROOM,Location description: Room,10,10,-,O
E2ADRM7,,1,no,no,STREET1,House number and street,40,40,-,O
E2ADRM7,,1,no,no,STREET2,House number and street,40,40,-,O
E2ADRM7,,1,no,no,STREET3,House number and street,40,40,-,O
E2ADRM7,,1,no,no,HOUSE_SUPL,House number,4,4,-,O
E2ADRM7,,1,no,no,HOUSE_RANG,House no. (interval),10,10,-,O
E2ADRM7,,1,no,no,POSTL_COD1,Postal code,10,10,-,O
E2ADRM7,,1,no,no,POSTL_COD3,Postal code,10,10,-,O
E2ADRM7,,1,no,no,POSTL_AREA,Post delivery district,15,15,-,O
E2ADRM7,,1,no,no,CITY1,Town or city,40,40,-,O
E2ADRM7,,1,no,no,CITY2,Town or city,40,40,-,O
E2ADRM7,,1,no,no,POSTL_PBOX,PO Box,10,10,-,O
E2ADRM7,,1,no,no,POSTL_COD2,Postal code,10,10,-,O
E2ADRM7,,1,no,no,POSTL_CITY,Town or city,40,40,-,O
E2ADRM7,,1,no,no,TELEPHONE1,Telephone number,30,30,-,O
E2ADRM7,,1,no,no,TELEPHONE2,Telephone number,30,30,-,O
E2ADRM7,,1,no,no,TELEFAX,Fax number,30,30,-,O
E2ADRM7,,1,no,no,TELEX,Telex number,30,30,-,O
E2ADRM7,,1,no,no,E_MAIL,E-Mail Address,70,70,-,O
E2ADRM7,,1,no,no,COUNTRY1,Country indicator (ISO alphanumeric),3,3,-,O
E2ADRM7,,1,no,no,COUNTRY2,Country indicator (ISO numeric),3,3,-,O
E2ADRM7,,1,no,no,REGION,Region state,3,3,-,O
E2ADRM7,,1,no,no,COUNTY_COD,County Code (e.g. in USA),3,3,-,O
E2ADRM7,,1,no,no,County,County name (for example in USA),25,25,-,O
E2ADRM7,,1,no,no,TZCODE,Location for time zone (SAP code),6,6,-,O
E2ADRM7,,1,no,no,TZDESC,Location for time zone (external code),35,35,-,O
E2ADRE7,,1,no,yes,landmark,landmark,7,7,-,O
E2ADRE7,,1,no,no,segnam,Segment,23,23,-,O
E2ADRE7,,1,no,no,mandt,Client,3,3,-,O
E2ADRE7,,1,no,no,docnum,IDOC Number,16,16,-,O
E2ADRE7,,1,no,no,segnum,Segment Number,6,6,-,O
E2ADRE7,,1,no,no,psgnum,Number of Superior parent segments,6,6,-,O
E2ADRE7,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-,O
E2ADRE7,,1,no,no,EXTEND_Q,Qualifier for additional data e.g. ILN or D&B number,3,3,-,O
E2ADRE7,,1,no,no,EXTEND_D,Additional data e.g. ILN or D&B no.,70,70,-,O
E2EDT45,,1,no,yes,landmark,landmark,7,7,-,O
E2EDT45,,1,no,no,segnam,Segment,23,23,-,O
E2EDT45,,1,no,no,mandt,Client,3,3,-,O
E2EDT45,,1,no,no,docnum,IDOC Number,16,16,-,O
E2EDT45,,1,no,no,segnum,Segment Number,6,6,-,O
E2EDT45,,1,no,no,psgnum,Number of Superior parent segments,6,6,-,O
E2EDT45,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-,O
E2EDT45,,1,no,no,QUALF,IDOC Qualifier: Date (Shipment Stage),3,3,-,O
E2EDT45,,1,no,no,NTANF,Constraint for activity start (Basic),8,8,-,O
E2EDT45,,1,no,no,NTANZ,Constraint for activity start time (Basic),6,6,-,O
E2EDT45,,1,no,no,NTEND,Constraint for finish of activity (Basic),8,8,-,O
E2EDT45,,1,no,no,NTENZ,Basic finish time of the activity,6,6,-,O
E2EDT45,,1,no,no,ISDD,Actual start: Execution (date),8,8,-,O
E2EDT45,,1,no,no,ISDZ,Actual start: Execution/setup (time),6,6,-,O
E2EDT45,,1,no,no,IEDD,Actual finish: Execution (date),8,8,-,O
E2EDT45,,1,no,no,IEDZ,Actual finish: Execution (time),6,6,-,O
E2EDT45,,1,no,no,VORNR,Operation/Activity Number,4,4,-,O
E2EDT45,,1,no,no,VSTGA,Deadline deviation reason,4,4,-,O
E2EDT51,,1,no,yes,landmark,landmark,7,7,-,O
E2EDT51,,1,no,no,segnam,Segment,23,23,-,O
E2EDT51,,1,no,no,mandt,Client,3,3,-,O
E2EDT51,,1,no,no,docnum,IDOC Number,16,16,-,O
E2EDT51,,1,no,no,segnum,Segment Number,6,6,-,O
E2EDT51,,1,no,no,psgnum,Number of Superior parent segments,6,6,-,O
E2EDT51,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-,O
E2EDT51,,1,no,no,TZONE_BEG,Time Zone,6,6,-,O
E2EDT51,,1,no,no,TZONE_END,Time Zone,6,6,-,O
E2EDT51,,1,no,no,VSTGA_BEZ,Description,20,20,-,O
E2EDT01,,1,no,yes,landmark,landmark,7,7,-,O
E2EDT01,,1,no,no,segnam,Segment,23,23,-,O
E2EDT01,,1,no,no,mandt,Client,3,3,-,O
E2EDT01,,1,no,no,docnum,IDOC Number,16,16,-,O
E2EDT01,,1,no,no,segnum,Segment Number,6,6,-,O
E2EDT01,,1,no,no,psgnum,Number of Superior parent segments,6,6,-,O
E2EDT01,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-,O
E2EDT01,,1,no,no,VBELN,Delivery,10,10,-,O
E2EDT01,,1,no,no,PARID,External partner number,35,35,-,O
E2EDT46,,1,no,yes,landmark,landmark,7,7,-,O
E2EDT46,,1,no,no,segnam,Segment,23,23,-,O
E2EDT46,,1,no,no,mandt,Client,3,3,-,O
E2EDT46,,1,no,no,docnum,IDOC Number,16,16,-,O
E2EDT46,,1,no,no,segnum,Segment Number,6,6,-,O
E2EDT46,,1,no,no,psgnum,Number of Superior parent segments,6,6,-,O
E2EDT46,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-,O
E2EDT46,,1,no,no,LANDA,Country key (country of departure),3,3,-,O
E2EDT46,,1,no,no,VSART,Shipping type,2,2,-,O
E2EDT46,,1,no,no,SFRGR,Forwarding agent freight group,4,4,-,O
E2EDT46,,1,no,no,GARVZ,Freight code set,6,6,-,O
E2EDT52,,1,no,yes,landmark,landmark,7,7,-,O
E2EDT52,,1,no,no,segnam,Segment,23,23,-,O
E2EDT52,,1,no,no,mandt,Client,3,3,-,O
E2EDT52,,1,no,no,docnum,IDOC Number,16,16,-,O
E2EDT52,,1,no,no,segnum,Segment Number,6,6,-,O
E2EDT52,,1,no,no,psgnum,Number of Superior parent segments,6,6,-,O
E2EDT52,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-,O
E2EDT52,,1,no,no,SFRGR_BEZ,Description,20,20,-,O
E2EDT52,,1,no,no,GARVZ_BEZ,Description,40,40,-,O
E2EDT48,,1,no,yes,landmark,landmark,7,7,-,O
E2EDT48,,1,no,no,segnam,Segment,23,23,-,O
E2EDT48,,1,no,no,mandt,Client,3,3,-,O
E2EDT48,,1,no,no,docnum,IDOC Number,16,16,-,O
E2EDT48,,1,no,no,segnum,Segment Number,6,6,-,O
E2EDT48,,1,no,no,psgnum,Number of Superior parent segments,6,6,-,O
E2EDT48,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-,O
E2EDT48,,1,no,no,MFRGR,Material freight group,8,8,-,O
E2EDT48,,1,no,no,GTART,Freight code,12,12,-,O
E2EDT48,,1,no,no,GTKLS,Freight class,12,12,-,O
E2EDT53,,1,no,yes,landmark,landmark,7,7,-,O
E2EDT53,,1,no,no,segnam,Segment,23,23,-,O
E2EDT53,,1,no,no,mandt,Client,3,3,-,O
E2EDT53,,1,no,no,docnum,IDOC Number,16,16,-,O
E2EDT53,,1,no,no,segnum,Segment Number,6,6,-,O
E2EDT53,,1,no,no,psgnum,Number of Superior parent segments,6,6,-,O
E2EDT53,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-,O
E2EDT53,,1,no,no,MFRGR_BEZ,Description,20,20,-,O
E2EDT53,,1,no,no,GTART_BEZ,Description,40,40,-,O
E2EDT47,,1,no,yes,landmark,landmark,7,7,-,O
E2EDT47,,1,no,no,segnam,Segment,23,23,-,O
E2EDT47,,1,no,no,mandt,Client,3,3,-,O
E2EDT47,,1,no,no,docnum,IDOC Number,16,16,-,O
E2EDT47,,1,no,no,segnum,Segment Number,6,6,-,O
E2EDT47,,1,no,no,psgnum,Number of Superior parent segments,6,6,-,O
E2EDT47,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-,O
E2EDT47,,1,no,no,ADD01,Suppl. 1,10,10,-,O
E2EDT47,,1,no,no,ADD02,Suppl. 2,10,10,-,O
E2EDT47,,1,no,no,ADD03,Suppl. 3,10,10,-,O
E2EDT47,,1,no,no,ADD04,Suppl. 4,10,10,-,O
E2EDT47,,1,no,no,TEXT1,TEXT1 Addit.text 1,40,40,-,O
E2EDT47,,1,no,no,TEXT2,TEXT2 Addit.text 2,40,40,-,O
E2EDT47,,1,no,no,TEXT3,TEXT3 Addit.text 3,40,40,-,O
E2EDT47,,1,no,no,TEXT4,TEXT4 Addit.text 4,40,40,-,O
E2EDT56,,1,no,yes,landmark,landmark,7,7,-,O
E2EDT56,,1,no,no,segnam,Segment,23,23,-,O
E2EDT56,,1,no,no,mandt,Client,3,3,-,O
E2EDT56,,1,no,no,docnum,IDOC Number,16,16,-,O
E2EDT56,,1,no,no,segnum,Segment Number,6,6,-,O
E2EDT56,,1,no,no,psgnum,Number of Superior parent segments,6,6,-,O
E2EDT56,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-,O
E2EDT56,,1,no,no,ADD01_BEZEI,Description for supplement 1,40,40,-,O
E2EDT56,,1,no,no,ADD02_BEZEI,Description of supplement 2,40,40,-,O
E2EDT56,,1,no,no,ADD03_BEZEI,Description of supplement 3,40,40,-,O
E2EDT56,,1,no,no,ADD04_BEZEI,Description of supplement 4,40,40,-,O
E2ETD01,,1,no,yes,landmark,landmark,7,7,-,O
E2ETD01,,1,no,no,segnam,Segment,23,23,-,O
E2ETD01,,1,no,no,mandt,Client,3,3,-,O
E2ETD01,,1,no,no,docnum,IDOC Number,16,16,-,O
E2ETD01,,1,no,no,segnum,Segment Number,6,6,-,O
E2ETD01,,1,no,no,psgnum,Number of Superior parent segments,6,6,-,O
E2ETD01,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-,O
E2ETD01,,1,no,no,DGMDDAT,Selection date dangerous goods master data,8,8,-,O
E2ETD01,,1,no,no,CONT_DG,Indicator: Document contains dangerous goods,1,1,-,O
E2ETD01,,1,no,no,IRN1,Chapter 1.1.3.6,1,1,-,O
E2EDT57,,1,no,yes,landmark,landmark,7,7,-,O
E2EDT57,,1,no,no,segnam,Segment,23,23,-,O
E2EDT57,,1,no,no,mandt,Client,3,3,-,O
E2EDT57,,1,no,no,docnum,IDOC Number,16,16,-,O
E2EDT57,,1,no,no,segnum,Segment Number,6,6,-,O
E2EDT57,,1,no,no,psgnum,Number of Superior parent segments,6,6,-,O
E2EDT57,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-,O
E2EDT57,,1,no,no,TNDRST,Tender Status,2,2,-,O
E2EDT57,,1,no,no,TNDRRC,Acceptance Condition/Rejection Reason,2,2,-,O
E2EDT57,,1,no,no,TNDR_TEXT,TNDR_TEXT Tendering Text,80,80,-,O
E2EDT57,,1,no,no,TNDRDAT,Date of tender status,8,8,-,O
E2EDT57,,1,no,no,TNDRZET,Time of tender status,6,6,-,O
E2EDT57,,1,no,no,TNDR_MAXP,Maximum Price for Shipment,17,17,-,O
E2EDT57,,1,no,no,TNDR_MAXC,Currency of Maximum Price,5,5,-,O
E2EDT57,,1,no,no,TNDR_ACTP,Actual Shipment Costs for Shipment,17,17,-,O
E2EDT57,,1,no,no,TNDR_ACTC,Currency of Actual Shipment Costs,5,5,-,O
E2EDT57,,1,no,no,TNDR_CARR,Forwarding Agent Who Accepted the Shipment,10,10,-,O
E2EDT57,,1,no,no,Name,Name of Carrier Who Accepted the Shipment,35,35,-,O
E2EDT57,,1,no,no,TNDR_TRKID,Forwarding Agent Tracking ID,35,35,-,O
E2EDT57,,1,no,no,TNDR_EXPD,Date on Which Offer Expires,8,8,-,O
E2EDT57,,1,no,no,TNDR_EXPT,Time at Which Quotation Expires,6,6,-,O
E2EDT57,,1,no,no,TNDR_ERPD,Earliest Pickup Date,8,8,-,O
E2EDT57,,1,no,no,TNDR_ERPT,Earliest Pickup Time,6,6,-,O
E2EDT57,,1,no,no,TNDR_LTPD,Latest Pickup Date,8,8,-,O
E2EDT57,,1,no,no,TNDR_LTPT,Latest Pickup Time,6,6,-,O
E2EDT57,,1,no,no,TNDR_ERDD,Earliest Delivery Date,8,8,-,O
E2EDT57,,1,no,no,TNDR_ERDT,Earliest Delivery Time,6,6,-,O
E2EDT57,,1,no,no,TNDR_LTDD,Latest Delivery Date,8,8,-,O
E2EDT57,,1,no,no,TNDR_LTDT,Latest Delivery Time,6,6,-,O
E2EDT57,,1,no,no,TNDR_LDLG,Length of Loading Platform,15,15,-,O
E2EDT57,,1,no,no,TNDR_LDLU,Unit of Measure for Load Length,3,3,-,O
E2EDT58,,1,no,yes,landmark,landmark,7,7,-,O
E2EDT58,,1,no,no,segnam,Segment,23,23,-,O
E2EDT58,,1,no,no,mandt,Client,3,3,-,O
E2EDT58,,1,no,no,docnum,IDOC Number,16,16,-,O
E2EDT58,,1,no,no,segnum,Segment Number,6,6,-,O
E2EDT58,,1,no,no,psgnum,Number of Superior parent segments,6,6,-,O
E2EDT58,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-,O
E2EDT58,,1,no,no,TNDRST_BEZ,Description of Tender Status,60,60,-,O
E2EDT58,,1,no,no,TNDRRC_BEZ,Description of Acceptance Condition / Rejection Reason,60,60,-,O
