#segment,parent,loopcount,isgroup,islandmark,field,Desc,min,max,align
E2EDP05,E2EDP01,1,no,no,kobas,Base value to which condition refers,18,18,-
E2EDPS5,,1,no,yes,landmark,landmark,7,7,-
E2EDPS5,,1,no,no,segnam,Segment (external name),23,23,-
E2EDPS5,,1,no,no,mandt,Client,3,3,-
E2EDPS5,,1,no,no,docnum,IDoc number,16,16,-
E2EDPS5,,1,no,no,segnum,Segment Number,6,6,-
E2EDPS5,,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2EDPS5,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2EDPS5,,1,no,no,kstbm,Condition scale quantity,17,17,-
E2EDPS5,,1,no,no,kbetr,Rate (condition amount or percentage),13,13,-
E2EDP20,E2EDP01,1,no,yes,landmark,landmark,7,7,-
E2EDP20,E2EDP01,1,no,no,segnam,Segment (external name),23,23,-
E2EDP20,E2EDP01,1,no,no,mandt,Client,3,3,-
E2EDP20,E2EDP01,1,no,no,docnum,IDoc number,16,16,-
E2EDP20,E2EDP01,1,no,no,segnum,Segment Number,6,6,-
E2EDP20,E2EDP01,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2EDP20,E2EDP01,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2EDP20,E2EDP01,1,no,no,wmeng,Scheduled quantity,15,15,-
E2EDP20,E2EDP01,1,no,no,ameng,Previous scheduled quantity,15,15,-
E2EDP20,E2EDP01,1,no,no,edatu,IDOC: Date,8,8,-
E2EDP20,E2EDP01,1,no,no,ezeit,IDOC: Time,6,6,-
E2EDP20,E2EDP01,1,no,no,edatu_old,IDOC: Date,8,8,-
E2EDP20,E2EDP01,1,no,no,ezeit_old,IDOC: Time,6,6,-
E2EDP20,E2EDP01,1,no,no,action,Action code for the item,3,3,-
E2EDPA1,E2EDP01,1,no,yes,landmark,landmark,7,7,-
E2EDPA1,E2EDP01,1,no,no,segnam,Segment (external name),23,23,-
E2EDPA1,E2EDP01,1,no,no,mandt,Client,3,3,-
E2EDPA1,E2EDP01,1,no,no,docnum,IDoc number,16,16,-
E2EDPA1,E2EDP01,1,no,no,segnum,Segment Number,6,6,-
E2EDPA1,E2EDP01,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2EDPA1,E2EDP01,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2EDPA1,E2EDP01,1,no,no,parvw,Partner function (e.g. sold-to party ship-to party ...),3,3,-
E2EDPA1,E2EDP01,1,no,no,partn,Partner number,17,17,-
E2EDPA1,E2EDP01,1,no,no,lifnr,Vendor number at customer location,17,17,-
E2EDPA1,E2EDP01,1,no,no,name1,Name 1,35,35,-
E2EDPA1,E2EDP01,1,no,no,name2,Name 2,35,35,-
E2EDPA1,E2EDP01,1,no,no,name3,Name 3,35,35,-
E2EDPA1,E2EDP01,1,no,no,name4,Name 4,35,35,-
E2EDPA1,E2EDP01,1,no,no,stras,Street and house number 1,35,35,-
E2EDPA1,E2EDP01,1,no,no,strs2,Street and house number 2,35,35,-
E2EDPA1,E2EDP01,1,no,no,pfach,PO Box,35,35,-
E2EDPA1,E2EDP01,1,no,no,ort01,City,35,35,-
E2EDPA1,E2EDP01,1,no,no,counc,County code,9,9,-
E2EDPA1,E2EDP01,1,no,no,pstlz,Postal code,9,9,-
E2EDPA1,E2EDP01,1,no,no,pstl2,P.O. Box postal code,9,9,-
E2EDPA1,E2EDP01,1,no,no,land1,Country Key,3,3,-
E2EDPA1,E2EDP01,1,no,no,ablad,Unloading Point,35,35,-
E2EDPA1,E2EDP01,1,no,no,pernr,Contact person's personnel number,30,30,-
E2EDPA1,E2EDP01,1,no,no,parnr,Contact person's number (not personnel number),23,23,-
E2EDPA1,E2EDP01,1,no,no,telf1,1st telephone number of contact person,25,25,-
E2EDPA1,E2EDP01,1,no,no,telf2,2nd telephone number of contact person,25,25,-
E2EDPA1,E2EDP01,1,no,no,telbx,Telebox number,25,25,-
E2EDPA1,E2EDP01,1,no,no,telfx,Fax number,25,25,-
E2EDPA1,E2EDP01,1,no,no,teltx,Teletex number,25,25,-
E2EDPA1,E2EDP01,1,no,no,telx1,Telex number,25,25,-
E2EDPA1,E2EDP01,1,no,no,spras,Language key,1,1,-
E2EDPA1,E2EDP01,1,no,no,anred,Form of Address,15,15,-
E2EDPA1,E2EDP01,1,no,no,ort02,District,35,35,-
E2EDPA1,E2EDP01,1,no,no,hausn,House number,6,6,-
E2EDPA1,E2EDP01,1,no,no,stock,Floor,6,6,-
E2EDPA1,E2EDP01,1,no,no,regio,Region,3,3,-
E2EDPA1,E2EDP01,1,no,no,parge,Partner's gender,1,1,-
E2EDPA1,E2EDP01,1,no,no,isoal,Country ISO code,2,2,-
E2EDPA1,E2EDP01,1,no,no,isonu,Country ISO code,2,2,-
E2EDPA1,E2EDP01,1,no,no,fcode,Company key (France),20,20,-
E2EDPA1,E2EDP01,1,no,no,ihrez,Your reference (Partner),23,23,-
E2EDPA1,E2EDP01,1,no,no,bname,IDoc user name,35,35,-
E2EDPA1,E2EDP01,1,no,no,paorg,IDOC organization code,30,30,-
E2EDPA1,E2EDP01,1,no,no,orgtx,IDoc organization code text,35,35,-
E2EDPA1,E2EDP01,1,no,no,pagru,IDoc group code,30,30,-
E2EDPA1,E2EDP01,1,no,no,knref,Customer description of partner (plant storage location),23,23,-
E2EDPA1,E2EDP01,1,no,no,ilnnr,Character field length 70,70,70,-
E2EDPA1,E2EDP01,1,no,no,pfort,PO Box city,35,35,-
E2EDPA1,E2EDP01,1,no,no,spras_iso,Language according to ISO 639,2,2,-
E2EDPA1,E2EDP01,1,no,no,title,Title,15,15,-
E2EDPA3,,1,no,yes,landmark,landmark,7,7,-
E2EDPA3,,1,no,no,segnam,Segment (external name),23,23,-
E2EDPA3,,1,no,no,mandt,Client,3,3,-
E2EDPA3,,1,no,no,docnum,IDoc number,16,16,-
E2EDPA3,,1,no,no,segnum,Segment Number,6,6,-
E2EDPA3,,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2EDPA3,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2EDPA3,,1,no,no,qualp,IDOC Partner identification (e.g.Dun&Bradstreet number),3,3,-
E2EDPA3,,1,no,no,stdpn,Character field length 70,70,70,-
E2EDP19,E2EDP01,1,no,yes,landmark,landmark,7,7,-
E2EDP19,E2EDP01,1,no,no,segnam,Segment (external name),23,23,-
E2EDP19,E2EDP01,1,no,no,mandt,Client,3,3,-
E2EDP19,E2EDP01,1,no,no,docnum,IDoc number,16,16,-
E2EDP19,E2EDP01,1,no,no,segnum,Segment Number,6,6,-
E2EDP19,E2EDP01,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2EDP19,E2EDP01,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2EDP19,E2EDP01,1,no,no,qualf,IDOC object identification such as material no.customer,3,3,-
E2EDP19,E2EDP01,1,no,no,idtnr,IDOC material ID,35,35,-
E2EDP19,E2EDP01,1,no,no,ktext,IDOC short text,70,70,-
E2EDP19,E2EDP01,1,no,no,mfrpn,Manufacturer part number,42,42,-
E2EDP19,E2EDP01,1,no,no,mfrnr,Number of a Manufacturer,10,10,-
E2EDPAD,,1,no,yes,landmark,landmark,7,7,-
E2EDPAD,,1,no,no,segnam,Segment (external name),23,23,-
E2EDPAD,,1,no,no,mandt,Client,3,3,-
E2EDPAD,,1,no,no,docnum,IDoc number,16,16,-
E2EDPAD,,1,no,no,segnum,Segment Number,6,6,-
E2EDPAD,,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2EDPAD,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2EDPAD,,1,no,no,qualf,IDoc object identification(A&D),3,3,-
E2EDPAD,,1,no,no,icc,Interchangeability Code,2,2,-
E2EDPAD,,1,no,no,moi,Type Identification,4,4,-
E2EDPAD,,1,no,no,pri,Order Priority,3,3,-
E2EDPAD,,1,no,no,acn,Aircraft Registration Number,5,5,-
E2TXTH1,,1,no,yes,landmark,landmark,7,7,-
E2TXTH1,,1,no,no,segnam,Segment (external name),23,23,-
E2TXTH1,,1,no,no,mandt,Client,3,3,-
E2TXTH1,,1,no,no,docnum,IDoc number,16,16,-
E2TXTH1,,1,no,no,segnum,Segment Number,6,6,-
E2TXTH1,,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2TXTH1,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2TXTH1,,1,no,no,function,Function (for transferred text),3,3,-
E2TXTH1,,1,no,no,tdobject,Texts: Application Object,10,10,-
E2TXTH1,,1,no,no,tdobname,Name,70,70,-
E2TXTH1,,1,no,no,tdid,Text ID,4,4,-
E2TXTH1,,1,no,no,tdspras,Language,1,1,-
E2TXTH1,,1,no,no,tdtexttype,SAPscript: Format of Text,6,6,-
E2TXTH1,,1,no,no,langua_iso,Language key,2,2,-
E2TXTP1,,1,no,yes,landmark,landmark,7,7,-
E2TXTP1,,1,no,no,segnam,Segment (external name),23,23,-
E2TXTP1,,1,no,no,mandt,Client,3,3,-
E2TXTP1,,1,no,no,docnum,IDoc number,16,16,-
E2TXTP1,,1,no,no,segnum,Segment Number,6,6,-
E2TXTP1,,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2TXTP1,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2TXTP1,,1,no,no,tdformat,Tag column,2,2,-
E2TXTP1,,1,no,no,tdline,Text Line,132,132,-
E2EDP17,,1,no,yes,landmark,landmark,7,7,-
E2EDP17,,1,no,no,segnam,Segment (external name),23,23,-
E2EDP17,,1,no,no,mandt,Client,3,3,-
E2EDP17,,1,no,no,docnum,IDoc number,16,16,-
E2EDP17,,1,no,no,segnum,Segment Number,6,6,-
E2EDP17,,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2EDP17,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2EDP17,,1,no,no,qualf,IDOC qualifier: Terms of delivery,3,3,-
E2EDP17,,1,no,no,lkond,IDOC delivery condition code,3,3,-
E2EDP17,,1,no,no,lktext,IDOC delivery condition text,70,70,-
E2EDP17,,1,no,no,lprio,Delivery Priority,2,2,-
E2EDP18,,1,no,yes,landmark,landmark,7,7,-
E2EDP18,,1,no,no,segnam,Segment (external name),23,23,-
E2EDP18,,1,no,no,mandt,Client,3,3,-
E2EDP18,,1,no,no,docnum,IDoc number,16,16,-
E2EDP18,,1,no,no,segnum,Segment Number,6,6,-
E2EDP18,,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2EDP18,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2EDP18,,1,no,no,qualf,IDOC qualifier: Terms of payment,3,3,-
E2EDP18,,1,no,no,tage,IDOC Number of days,8,8,-
E2EDP18,,1,no,no,prznt,IDOC percentage for terms of payment,8,8,-
E2EDP18,,1,no,no,zterm_txt,Text line,70,70,-
E2EDP35,,1,no,yes,landmark,landmark,7,7,-
E2EDP35,,1,no,no,segnam,Segment (external name),23,23,-
E2EDP35,,1,no,no,mandt,Client,3,3,-
E2EDP35,,1,no,no,docnum,IDoc number,16,16,-
E2EDP35,,1,no,no,segnum,Segment Number,6,6,-
E2EDP35,,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2EDP35,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2EDP35,,1,no,no,qualz,Qualifier for IDoc additional data,3,3,-
E2EDP35,,1,no,no,cusadd,Data Element Type CHAR Length 35,35,35,-
E2EDP35,,1,no,no,cusadd_bez,Character field of length 40,40,40,-
E2EDPT1,,1,no,yes,landmark,landmark,7,7,-
E2EDPT1,,1,no,no,segnam,Segment (external name),23,23,-
E2EDPT1,,1,no,no,mandt,Client,3,3,-
E2EDPT1,,1,no,no,docnum,IDoc number,16,16,-
E2EDPT1,,1,no,no,segnum,Segment Number,6,6,-
E2EDPT1,,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2EDPT1,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2EDPT1,,1,no,no,tdid,Text ID,4,4,-
E2EDPT1,,1,no,no,tsspras,Language Key,3,3,-
E2EDPT1,,1,no,no,tsspras_iso,Language according to ISO 639,2,2,-
E2EDPT2,,1,no,yes,landmark,landmark,7,7,-
E2EDPT2,,1,no,no,segnam,Segment (external name),23,23,-
E2EDPT2,,1,no,no,mandt,Client,3,3,-
E2EDPT2,,1,no,no,docnum,IDoc number,16,16,-
E2EDPT2,,1,no,no,segnum,Segment Number,6,6,-
E2EDPT2,,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2EDPT2,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2EDPT2,,1,no,no,tdline,Text line,70,70,-
E2EDPT2,,1,no,no,tdformat,Tag column,2,2,-
E2EDC01,,1,no,yes,landmark,landmark,7,7,-
E2EDC01,,1,no,no,segnam,Segment (external name),23,23,-
E2EDC01,,1,no,no,mandt,Client,3,3,-
E2EDC01,,1,no,no,docnum,IDoc number,16,16,-
E2EDC01,,1,no,no,segnum,Segment Number,6,6,-
E2EDC01,,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2EDC01,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2EDC01,,1,no,no,sgtyp,IDoc service specifications segment type,3,3,-
E2EDC01,,1,no,no,zltyp,IDoc service specifications line category,3,3,-
E2EDC01,,1,no,no,lvalt,IDoc service specifications alternatives,3,3,-
E2EDC01,,1,no,no,altno,IDoc alternative number for service specifications,2,2,-
E2EDC01,,1,no,no,alref,IDoc Assignment Number for Service Specifications,5,5,-
E2EDC01,,1,no,no,zlart,IDoc service specifications line type,3,3,-
E2EDC01,,1,no,no,posex,Line Number,10,10,-
E2EDC01,,1,no,no,rang,Hierarchy level of group,2,2,-
E2EDC01,,1,no,no,exgrp,Outline Level,8,8,-
E2EDC01,,1,no,no,uepos,Higher-Level Item in BOM Structures,6,6,-
E2EDC01,,1,no,no,matkl,IDOC material class,9,9,-
E2EDC01,,1,no,no,menge,Quantity,15,15,-
E2EDC01,,1,no,no,menee,Unit of measure,3,3,-
E2EDC01,,1,no,no,bmng2,Quantity in price unit,15,15,-
E2EDC01,,1,no,no,pmene,Price Unit of Measure,3,3,-
E2EDC01,,1,no,no,bpumn,Denominator for Conv. of Order Price Unit into Order Unit,6,6,-
E2EDC01,,1,no,no,bpumz,Numerator for Conversion of Order Price Unit into Order Unit,6,6,-
E2EDC01,,1,no,no,vprei,Price (net),15,15,-
E2EDC01,,1,no,no,peinh,Price unit,9,9,-
E2EDC01,,1,no,no,netwr,Item value (net),18,18,-
E2EDC01,,1,no,no,anetw,Absolute net value of item,18,18,-
E2EDC01,,1,no,no,skfbp,Amount qualifying for cash discount,18,18,-
E2EDC01,,1,no,no,curcy,Currency,3,3,-
E2EDC01,,1,no,no,preis,Gross price,18,18,-
E2EDC01,,1,no,no,action,Action code for the item,3,3,-
E2EDC01,,1,no,no,kzabs,Flag: order acknowledgment required,1,1,-
E2EDC01,,1,no,no,uebto,overfulfillment tolerance,4,4,-
E2EDC01,,1,no,no,uebtk,Unlimited Overfulfillment,1,1,-
E2EDC01,,1,no,no,lbnum,Short Description of Service Type,3,3,-
E2EDC01,,1,no,no,ausgb,Edition of Service Type,4,4,-
E2EDC01,,1,no,no,frpos,Lower Limit,6,6,-
E2EDC01,,1,no,no,topos,Upper Limit,6,6,-
E2EDC01,,1,no,no,ktxt1,Short Text,40,40,-
E2EDC01,,1,no,no,ktxt2,Short Text,40,40,-
E2EDC01,,1,no,no,pernr,Personnel Number,8,8,-
E2EDC01,,1,no,no,lgart,Wage Type,4,4,-
E2EDC01,,1,no,no,stell,Job,8,8,-
E2EDC01,,1,no,no,zwert,Total value of sum segment,18,18,-
E2EDC02,,1,no,yes,landmark,landmark,7,7,-
E2EDC02,,1,no,no,segnam,Segment (external name),23,23,-
E2EDC02,,1,no,no,mandt,Client,3,3,-
E2EDC02,,1,no,no,docnum,IDoc number,16,16,-
E2EDC02,,1,no,no,segnum,Segment Number,6,6,-
E2EDC02,,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2EDC02,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2EDC02,,1,no,no,qualf,IDoc qualifier reference document for service specifications,3,3,-
E2EDC02,,1,no,no,belnr,IDOC document number,35,35,-
E2EDC02,,1,no,no,xline,Line Number,10,10,-
E2EDC02,,1,no,no,datum,IDOC: Date,8,8,-
E2EDC02,,1,no,no,uzeit,IDOC: Time,6,6,-
E2EDC03,,1,no,yes,landmark,landmark,7,7,-
E2EDC03,,1,no,no,segnam,Segment (external name),23,23,-
E2EDC03,,1,no,no,mandt,Client,3,3,-
E2EDC03,,1,no,no,docnum,IDoc number,16,16,-
E2EDC03,,1,no,no,segnum,Segment Number,6,6,-
E2EDC03,,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2EDC03,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2EDC03,,1,no,no,iddat,Qualifier for IDOC date segment,3,3,-
E2EDC03,,1,no,no,datum,Date,8,8,-
E2EDC03,,1,no,no,uzeit,Time,6,6,-
E2EDC04,,1,no,yes,landmark,landmark,7,7,-
E2EDC04,,1,no,no,segnam,Segment (external name),23,23,-
E2EDC04,,1,no,no,mandt,Client,3,3,-
E2EDC04,,1,no,no,docnum,IDoc number,16,16,-
E2EDC04,,1,no,no,segnum,Segment Number,6,6,-
E2EDC04,,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2EDC04,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2EDC04,,1,no,no,mwskz,VAT indicator,7,7,-
E2EDC04,,1,no,no,msatz,VAT rate,17,17,-
E2EDC04,,1,no,no,mwsbt,Value added tax amount,18,18,-
E2EDC04,,1,no,no,txjcd,Tax Jurisdiction,15,15,-
E2EDC05,,1,no,yes,landmark,landmark,7,7,-
E2EDC05,,1,no,no,segnam,Segment (external name),23,23,-
E2EDC05,,1,no,no,mandt,Client,3,3,-
E2EDC05,,1,no,no,docnum,IDoc number,16,16,-
E2EDC05,,1,no,no,segnum,Segment Number,6,6,-
E2EDC05,,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2EDC05,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2EDC05,,1,no,no,alckz,Surcharge or discount indicator,3,3,-
E2EDC05,,1,no,no,kschl,Condition type (coded),4,4,-
E2EDC05,,1,no,no,kotxt,Condition text,80,80,-
E2EDC05,,1,no,no,betrg,Fixed surcharge/discount on total gross,18,18,-
E2EDC05,,1,no,no,kperc,Condition percentage rate,8,8,-
E2EDC05,,1,no,no,krate,Condition record per unit,15,15,-
E2EDC05,,1,no,no,uprbs,Price unit,9,9,-
E2EDC05,,1,no,no,meaun,Unit of measurement,3,3,-
E2EDC05,,1,no,no,kobtr,IDoc condition end amount,18,18,-
E2EDC05,,1,no,no,menge,Price scale quantity (SPEC2000),15,15,-
E2EDC05,,1,no,no,preis,Price by unit of measure (SPEC2000),15,15,-
E2EDC05,,1,no,no,mwskz,VAT indicator,7,7,-
E2EDC05,,1,no,no,msatz,VAT rate,17,17,-
E2EDC06,,1,no,yes,landmark,landmark,7,7,-
E2EDC06,,1,no,no,segnam,Segment (external name),23,23,-
E2EDC06,,1,no,no,mandt,Client,3,3,-
E2EDC06,,1,no,no,docnum,IDoc number,16,16,-
E2EDC06,,1,no,no,segnum,Segment Number,6,6,-
E2EDC06,,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2EDC06,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2EDC06,,1,no,no,formelnr,Formula Number,10,10,-
E2EDC06,,1,no,no,frmval1,Formula Value,15,15,-
E2EDC06,,1,no,no,frmval2,Formula Value,15,15,-
E2EDC06,,1,no,no,frmval3,Formula Value,15,15,-
E2EDC06,,1,no,no,frmval4,Formula Value,15,15,-
E2EDC06,,1,no,no,frmval5,Formula Value,15,15,-
E2EDC07,,1,no,yes,landmark,landmark,7,7,-
E2EDC07,,1,no,no,segnam,Segment (external name),23,23,-
E2EDC07,,1,no,no,mandt,Client,3,3,-
E2EDC07,,1,no,no,docnum,IDoc number,16,16,-
E2EDC07,,1,no,no,segnum,Segment Number,6,6,-
E2EDC07,,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2EDC07,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2EDC07,,1,no,no,userf1_num,User-Defined Field,10,10,-
E2EDC07,,1,no,no,userf2_num,User-Defined Field,15,15,-
E2EDC07,,1,no,no,userf1_txt,User-Defined Field,40,40,-
E2EDC07,,1,no,no,userf2_txt,User-Defined Field,10,10,-
E2EDCA1,,1,no,yes,landmark,landmark,7,7,-
E2EDCA1,,1,no,no,segnam,Segment (external name),23,23,-
E2EDCA1,,1,no,no,mandt,Client,3,3,-
E2EDCA1,,1,no,no,docnum,IDoc number,16,16,-
E2EDCA1,,1,no,no,segnum,Segment Number,6,6,-
E2EDCA1,,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2EDCA1,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2EDCA1,,1,no,no,parvw,Partner function (e.g. sold-to party ship-to party ...),3,3,-
E2EDCA1,,1,no,no,partn,Partner number,17,17,-
E2EDCA1,,1,no,no,lifnr,Vendor number at customer location,17,17,-
E2EDCA1,,1,no,no,name1,Name 1,35,35,-
E2EDCA1,,1,no,no,name2,Name 2,35,35,-
E2EDCA1,,1,no,no,name3,Name 3,35,35,-
E2EDCA1,,1,no,no,name4,Name 4,35,35,-
E2EDCA1,,1,no,no,stras,Street and house number 1,35,35,-
E2EDCA1,,1,no,no,strs2,Street and house number 2,35,35,-
E2EDCA1,,1,no,no,pfach,PO Box,35,35,-
E2EDCA1,,1,no,no,ort01,City,35,35,-
E2EDCA1,,1,no,no,counc,County code,9,9,-
E2EDCA1,,1,no,no,pstlz,Postal code,9,9,-
E2EDCA1,,1,no,no,pstl2,P.O. Box postal code,9,9,-
E2EDCA1,,1,no,no,land1,Country Key,3,3,-
E2EDCA1,,1,no,no,ablad,Unloading Point,35,35,-
E2EDCA1,,1,no,no,pernr,Contact person's personnel number,30,30,-
E2EDCA1,,1,no,no,parnr,Contact person's number (not personnel number),23,23,-
E2EDCA1,,1,no,no,telf1,1st telephone number of contact person,25,25,-
E2EDCA1,,1,no,no,telf2,2nd telephone number of contact person,25,25,-
E2EDCA1,,1,no,no,telbx,Telebox number,25,25,-
E2EDCA1,,1,no,no,telfx,Fax number,25,25,-
E2EDCA1,,1,no,no,teltx,Teletex number,25,25,-
E2EDCA1,,1,no,no,telx1,Telex number,25,25,-
E2EDCA1,,1,no,no,spras,Language key,1,1,-
E2EDCA1,,1,no,no,anred,Form of Address,15,15,-
E2EDCA1,,1,no,no,ort02,District,35,35,-
E2EDCA1,,1,no,no,hausn,House number,6,6,-
E2EDCA1,,1,no,no,stock,Floor,6,6,-
E2EDCA1,,1,no,no,regio,Region,3,3,-
E2EDCA1,,1,no,no,parge,Partner's gender,1,1,-
E2EDCA1,,1,no,no,isoal,Country ISO code,2,2,-
E2EDCA1,,1,no,no,isonu,Country ISO code,2,2,-
E2EDCA1,,1,no,no,fcode,Company key (France),20,20,-
E2EDCA1,,1,no,no,ihrez,Your reference (Partner),23,23,-
E2EDCA1,,1,no,no,bname,IDoc user name,35,35,-
E2EDCA1,,1,no,no,paorg,IDOC organization code,30,30,-
E2EDCA1,,1,no,no,orgtx,IDoc organization code text,35,35,-
E2EDCA1,,1,no,no,pagru,IDoc group code,30,30,-
E2EDC19,,1,no,yes,landmark,landmark,7,7,-
E2EDC19,,1,no,no,segnam,Segment (external name),23,23,-
E2EDC19,,1,no,no,mandt,Client,3,3,-
E2EDC19,,1,no,no,docnum,IDoc number,16,16,-
E2EDC19,,1,no,no,segnum,Segment Number,6,6,-
E2EDC19,,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2EDC19,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2EDC19,,1,no,no,qualf,IDoc object identification for service specfns object,3,3,-
E2EDC19,,1,no,no,idtnr,IDOC material ID,35,35,-
E2EDC19,,1,no,no,ktext,IDOC short text,70,70,-
E2EDC17,,1,no,yes,landmark,landmark,7,7,-
E2EDC17,,1,no,no,segnam,Segment (external name),23,23,-
E2EDC17,,1,no,no,mandt,Client,3,3,-
E2EDC17,,1,no,no,docnum,IDoc number,16,16,-
E2EDC17,,1,no,no,segnum,Segment Number,6,6,-
E2EDC17,,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2EDC17,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2EDC17,,1,no,no,qualf,IDOC qualifier: Terms of delivery,3,3,-
E2EDC17,,1,no,no,lkond,IDOC delivery condition code,3,3,-
E2EDC17,,1,no,no,lktext,IDOC delivery condition text,70,70,-
E2EDC18,,1,no,yes,landmark,landmark,7,7,-
E2EDC18,,1,no,no,segnam,Segment (external name),23,23,-
E2EDC18,,1,no,no,mandt,Client,3,3,-
E2EDC18,,1,no,no,docnum,IDoc number,16,16,-
E2EDC18,,1,no,no,segnum,Segment Number,6,6,-
E2EDC18,,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2EDC18,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2EDC18,,1,no,no,qualf,IDOC qualifier: Terms of payment,3,3,-
E2EDC18,,1,no,no,tage,IDOC Number of days,8,8,-
E2EDC18,,1,no,no,prznt,IDOC percentage for terms of payment,8,8,-
E2EDCT1,,1,no,yes,landmark,landmark,7,7,-
E2EDCT1,,1,no,no,segnam,Segment (external name),23,23,-
E2EDCT1,,1,no,no,mandt,Client,3,3,-
E2EDCT1,,1,no,no,docnum,IDoc number,16,16,-
E2EDCT1,,1,no,no,segnum,Segment Number,6,6,-
E2EDCT1,,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2EDCT1,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2EDCT1,,1,no,no,tdid,Text ID,4,4,-
E2EDCT1,,1,no,no,tsspras,Language Key,3,3,-
E2EDCT2,,1,no,yes,landmark,landmark,7,7,-
E2EDCT2,,1,no,no,segnam,Segment (external name),23,23,-
E2EDCT2,,1,no,no,mandt,Client,3,3,-
E2EDCT2,,1,no,no,docnum,IDoc number,16,16,-
E2EDCT2,,1,no,no,segnum,Segment Number,6,6,-
E2EDCT2,,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2EDCT2,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2EDCT2,,1,no,no,tdline,Text line,70,70,-
E2CUCFG,,1,no,yes,landmark,landmark,7,7,-
E2CUCFG,,1,no,no,segnam,Segment (external name),23,23,-
E2CUCFG,,1,no,no,mandt,Client,3,3,-
E2CUCFG,,1,no,no,docnum,IDoc number,16,16,-
E2CUCFG,,1,no,no,segnum,Segment Number,6,6,-
E2CUCFG,,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2CUCFG,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2CUCFG,,1,no,no,posex,Character field of length 6,6,6,-
E2CUCFG,,1,no,no,config_id,Character field of length 6,6,6,-
E2CUCFG,,1,no,no,root_id,Character field 8 characters long,8,8,-
E2CUCFG,,1,no,no,sce,CU: Only Information Transferred from SCE to Configuration,1,1,-
E2CUCFG,,1,no,no,kbname,Knowledge-Base Object,30,30,-
E2CUCFG,,1,no,no,kbversion,Runtime Version of SCE Knowledge Base,30,30,-
E2CUCFG,,1,no,no,complete,General Indicator,1,1,-
E2CUCFG,,1,no,no,consistent,General Indicator,1,1,-
E2CUCFG,,1,no,no,cfginfo,CU: Configuration BLOB (SCE),250,250,-
